"Wining Team","Losing Team","Wining Score","Losing Score"
"Oral Roberts","W Illinois",72,66
"Penn","Cornell",92,84
"Pepperdine","Pacific",65,63
"Prairie View","Grambling",60,56
"Princeton","Columbia",88,83
"Providence","Georgetown",75,72
"Rice","Old Dominion",75,66
"Richmond","Fordham",71,67
"Robert Morris","F Dickinson",72,70
"S Dakota St","South Dakota",85,68
"S Illinois","Drake",75,60
"Sacred Heart","Central Conn",87,52
"Sam Houston St","Houston Bap",80,68
"San Diego St","Air Force",70,61
"San Francisco","San Diego",68,51
"Savannah St","S Carolina St",60,57
"SC Upstate","Stetson",85,83
"SE Louisiana","Nicholls St",69,61
"SF Austin","TAM C. Christi",70,58
"Siena","Iona",81,78
"SMU","Gonzaga",69,60
"South Alabama","Ga Southern",80,76
"Southern Univ","Ark Pine Bluff",66,58
"St Bonaventure","G Washington",64,57
"St Joseph's PA","La Salle",88,62
"St Mary's CA","Loy Marymount",68,62
"Stanford","Oregon",76,72
"Tennessee St","E Kentucky",79,78
"Tennessee Tech","Jacksonville St",72,70
"Texas Tech","Baylor",84,66
"TN Martin","Austin Peay",85,84
"Toledo","Miami OH",93,49
"Towson","William & Mary",99,82
"Troy","Georgia St",54,53
"Tulane","Memphis",94,87
"TX Southern","Jackson St",76,60
"UC Irvine","CS Northridge",93,84
"ULM","Arkansas St",78,73
"UNC Wilmington","James Madison",78,68
"UNLV","Colorado St",87,80
"UT Arlington","Appalachian St",91,60
"UTEP","FL Atlantic",89,82
"VA Commonwealth","St Louis",85,52
"Vanderbilt","Auburn",86,57
"Villanova","St John's",73,63
"W Carolina","Samford",76,71
"W Michigan","Bowling Green",74,68
"Wagner","Bryant",79,55
"Weber St","Portland St",87,78
"West Virginia","TCU",73,42
"Winthrop","Radford",86,84
"Wisconsin","Maryland",70,57
"Wofford","Citadel",99,89
"Wright St","Valparaiso",61,59
"Xavier","Butler",74,57
"Yale","Harvard",67,55
"Albany NY","Maine",108,64
"Arizona","USC",86,78
"Evansville","Loyola-Chicago",74,73
"Illinois St","Bradley",75,60
"Iowa","Minnesota",75,71
"MA Lowell","UMBC",96,92
"Massachusetts","Duquesne",108,99
"Miami FL","Florida St",67,65
"Michigan St","Indiana",88,69
"North Carolina","Pittsburgh",85,64
"Rider","Niagara",77,59
"St Peter's","Canisius",61,57
"Stony Brook","New Hampshire",59,58
"Syracuse","Boston College",75,61
"Temple","South Florida",77,65
"UCLA","Arizona St",78,65
"Utah","Washington St",88,47
"Vermont","Hartford",92,81
"Alcorn St","Ark Pine Bluff",79,60
"Bethune-Cookman","NC A&T",83,77
"Cent Arkansas","Northwestern LA",107,94
"Delaware St","Coppin St",71,67
"ETSU","W Carolina",83,77
"Fairfield","Marist",76,73
"Hampton","Morgan St",87,79
"Houston Bap","Lamar",79,78
"Howard","MD E Shore",77,74
"Iona","Quinnipiac",78,59
"Jackson St","Prairie View",80,66
"Kansas","Oklahoma St",94,67
"Lehigh","Holy Cross",64,59
"Long Island","St Francis NY",82,67
"Monmouth NJ","Manhattan",79,70
"NC Central","Florida A&M",79,74
"Oakland","Wright St",89,73
"Sam Houston St","Abilene Chr",84,71
"SE Louisiana","McNeese St",79,76
"SF Austin","Incarnate Word",84,46
"Southern Univ","MS Valley St",97,64
"TAM C. Christi","New Orleans",65,57
"TX Southern","Grambling",79,72
"UNC Greensboro","Wofford",65,61
"Virginia","NC State",73,53
"WI Green Bay","WI Milwaukee",70,68
"Wichita St","New Mexico St",71,41
"Air Force","UNLV",79,74
"Akron","Buffalo",80,70
"Ball St","Miami OH",73,56
"Baylor","Iowa St",100,91
"Butler","Creighton",88,75
"C Michigan","Toledo",77,69
"Davidson","Richmond",83,79
"Detroit","N Kentucky",74,68
"Florida","Georgia",57,53
"Illinois","Rutgers",82,66
"Kansas St","TCU",63,49
"Kent","W Michigan",85,78
"Mississippi St","Vanderbilt",75,74
"Missouri","South Carolina",72,67
"N Illinois","Bowling Green",71,60
"Ohio","E Michigan",86,64
"Ohio St","Michigan",76,66
"Pittsburgh","Wake Forest",101,96
"Purdue","Northwestern",71,61
"South Florida","East Carolina",69,52
"Texas","West Virginia",85,78
"Texas A&M","Mississippi",71,56
"Troy","South Alabama",61,54
"VA Commonwealth","Rhode Island",83,67
"Valparaiso","Cleveland St",66,43
"Youngstown St","IL Chicago",92,91
"Alabama","LSU",76,69
"Albany NY","Stony Brook",82,70
"American Univ","Lafayette",60,59
"Arizona","Arizona St",99,61
"Army","Holy Cross",72,68
"Auburn","Arkansas",90,86
"Boston Univ","Colgate",71,68
"Bucknell","Loyola MD",87,52
"Clemson","Boston College",65,54
"Duke","North Carolina",74,73
"Evansville","Drake",80,74
"Fordham","Massachusetts",76,66
"Fresno St","Wyoming",79,75
"G Washington","Duquesne",81,74
"Georgia Tech","Florida St",86,80
"Hartford","UMBC",88,65
"Houston","Tulane",82,69
"Illinois St","Indiana St",78,50
"Indiana","Nebraska",80,64
"IUPUI","NE Omaha",88,76
"La Salle","St Bonaventure",71,64
"Lehigh","Navy",77,74
"Louisville","Syracuse",72,58
"Loyola-Chicago","Northern Iowa",59,56
"Memphis","UCF",73,56
"Miami FL","Virginia Tech",65,49
"N Dakota St","W Illinois",63,54
"Nevada","San Jose St",61,55
"New Hampshire","MA Lowell",80,69
"New Mexico","Boise St",80,78
"Penn St","Iowa",79,75
"S Illinois","Bradley",71,59
"Seton Hall","Georgetown",72,64
"St John's","DePaul",80,65
"St Joseph's PA","Dayton",79,70
"St Louis","George Mason",79,77
"St Peter's","Manhattan",70,69
"Texas Tech","Oklahoma",65,63
"UC Irvine","CS Fullerton",96,77
"USC","Colorado",79,72
"Utah St","Colorado St",72,59
"Vermont","Binghamton",78,64
"Villanova","Temple",83,67
"Xavier","Providence",85,74
"Ark Little Rock","Georgia St",57,49
"Belmont","E Kentucky",86,78
"BYU","San Diego",69,67
"Cal Poly SLO","UC Davis",58,53
"California","Washington",78,75
"Central Conn","Mt St Mary's",76,72
"Chattanooga","VMI",85,59
"Connecticut","SMU",68,62
"Coppin St","NC Central",71,60
"Delaware","Col Charleston",62,59
"E Washington","CS Sacramento",93,88
"Edwardsville","SE Missouri St",72,69
"Elon","Drexel",81,76
"ETSU","Citadel",67,51
"Fairfield","Canisius",74,71
"FL Gulf Coast","Lipscomb",82,67
"Ga Southern","Arkansas St",90,59
"Gardner Webb","Charleston So",84,76
"Gonzaga","Pacific",90,68
"Grand Canyon","Missouri KC",78,66
"Hawaii","CS Northridge",69,63
"High Point","Longwood",88,80
"Hofstra","Towson",84,82
"Houston Bap","Abilene Chr",73,71
"Idaho","Portland St",80,74
"IPFW","S Dakota St",91,79
"Jacksonville","SC Upstate",81,76
"Kennesaw","Stetson",92,82
"Kentucky","Tennessee",80,70
"Louisiana Tech","UT San Antonio",87,74
"Marshall","Charlotte",87,72
"Michigan St","Wisconsin",69,57
"Minnesota","Maryland",68,63
"Morehead St","Tennessee St",66,61
"New Mexico St","CS Bakersfield",63,55
"Niagara","Marist",76,72
"North Florida","NJIT",107,71
"North Texas","Florida Intl",77,75
"Northeastern","James Madison",95,94
"Northern Arizona","Idaho St",81,68
"Old Dominion","WKU",59,56
"Quinnipiac","St Peter's",56,55
"Radford","Liberty",69,67
"Rice","FL Atlantic",90,85
"Robert Morris","Long Island",74,67
"Sacred Heart","Bryant",74,57
"San Francisco","Pepperdine",82,72
"Santa Barbara","UC Riverside",65,55
"Santa Clara","Loy Marymount",76,72
"South Alabama","Appalachian St",75,71
"St Francis NY","St Francis PA",70,58
"St Mary's CA","Portland",74,72
"Stanford","Washington St",72,56
"TN Martin","E Illinois",87,84
"Tulsa","Cincinnati",70,68
"UTRGV","Seattle",67,57
"ULM","Texas St",76,57
"UNC Asheville","Presbyterian",70,61
"UNC Greensboro","Samford",82,77
"UT Arlington","ULL",84,83
"Utah","UCLA",75,73
"Utah Valley","Chicago St",74,72
"UTEP","Southern Miss",78,73
"W Carolina","Mercer",72,65
"Wagner","F Dickinson",94,74
"Weber St","Southern Utah",87,83
"Wichita St","Missouri St",99,68
"William & Mary","UNC Wilmington",87,69
"Winthrop","Coastal Car",79,67
"Columbia","Harvard",90,76
"Dartmouth","Cornell",78,66
"Detroit","IL Chicago",83,72
"Iona","Monmouth NJ",83,67
"Oral Roberts","Denver",62,58
"Penn","Brown",79,74
"Princeton","Yale",75,63
"Siena","Rider",84,64
"VA Commonwealth","Richmond",87,74
"Valparaiso","Oakland",86,84
"Air Force","New Mexico",76,72
"Alabama St","Southern Univ",77,68
"Alcorn St","Alabama A&M",62,58
"Appalachian St","Troy",78,74
"Ark Little Rock","Ga Southern",75,61
"Arkansas","Missouri",84,72
"Army","Navy",80,78
"Ball St","N Illinois",63,59
"Baylor","Texas",78,64
"Belmont","Tennessee Tech",95,86
"Bethune-Cookman","Florida A&M",55,54
"Binghamton","MA Lowell",81,77
"Bradley","Drake",73,70
"Buffalo","Bowling Green",88,74
"BYU","San Diego",91,33
"Campbell","Charleston So",74,72
"Canisius","Marist",81,66
"Cincinnati","Connecticut",65,60
"Columbia","Dartmouth",73,54
"CS Bakersfield","UTRGV",70,57
"CS Northridge","Cal Poly SLO",75,71
"CS Sacramento","Idaho",68,65
"Davidson","St Joseph's PA",99,93
"Delaware St","Norfolk St",67,64
"Drexel","William & Mary",74,69
"E Illinois","SE Missouri St",71,68
"E Michigan","Toledo",91,85
"ETSU","Mercer",77,74
"Evansville","S Illinois",83,71
"Fairfield","Niagara",71,59
"FL Gulf Coast","Kennesaw",68,63
"Fresno St","Utah St",75,68
"Gardner Webb","Longwood",81,71
"Georgia St","Arkansas St",69,61
"Georgia Tech","Notre Dame",63,62
"Grand Canyon","Chicago St",67,52
"Harvard","Cornell",76,74
"Hawaii","UC Irvine",75,71
"High Point","Radford",75,72
"Idaho St","Southern Utah",89,71
"Indiana","Purdue",77,73
"Iowa St","TCU",92,83
"IPFW","NE Omaha",94,90
"Jackson St","Grambling",61,58
"James Madison","Delaware",75,50
"Kansas","Kansas St",72,63
"Kent","Akron",85,76
"Lamar","McNeese St",87,76
"Lipscomb","Stetson",77,74
"Long Beach St","CS Fullerton",70,57
"Long Island","St Francis PA",94,89
"Louisville","Duke",71,64
"Loy Marymount","San Francisco",100,87
"Marquette","DePaul",73,60
"Marshall","Old Dominion",82,65
"Mississippi","Auburn",69,59
"Mississippi St","Alabama",67,61
"Montana","Montana St",87,78
"Mt St Mary's","Bryant",71,53
"Murray St","Austin Peay",76,60
"N Dakota St","IUPUI",63,59
"NC Central","Morgan St",73,59
"NC State","Clemson",77,74
"New Hampshire","Hartford",74,63
"New Mexico St","Seattle",70,57
"New Orleans","Northwestern LA",102,99
"NJIT","Jacksonville",73,58
"North Carolina","Miami FL",96,71
"North Dakota","N Colorado",74,73
"North Florida","SC Upstate",81,78
"North Texas","FL Atlantic",70,62
"Northern Iowa","Illinois St",75,66
"Ohio","Miami OH",76,64
"Ohio St","Nebraska",65,62
"Oklahoma","West Virginia",76,62
"Oregon","Oregon St",91,81
"Penn St","Rutgers",70,58
"Pepperdine","Santa Clara",88,76
"Pittsburgh","Syracuse",66,52
"Portland","Pacific",80,67
"Portland St","E Washington",107,91
"Prairie View","Ark Pine Bluff",57,55
"Presbyterian","Liberty",79,73
"Princeton","Brown",77,66
"Rhode Island","Duquesne",77,74
"Rice","Florida Intl",86,70
"S Carolina St","MD E Shore",62,58
"S Dakota St","W Illinois",87,67
"Sacred Heart","F Dickinson",91,86
"Sam Houston St","Cent Arkansas",105,75
"Samford","VMI",73,67
"Santa Barbara","UC Davis",62,55
"Savannah St","Howard",66,56
"SF Austin","Nicholls St",88,53
"South Carolina","Florida",73,69
"South Florida","Memphis",80,71
"St Bonaventure","Dayton",79,72
"St Francis NY","Robert Morris",82,72
"St Louis","Fordham",76,68
"St Mary's CA","Gonzaga",63,58
"TAM C. Christi","Incarnate Word",90,69
"Tennessee","LSU",81,65
"Tennessee St","Jacksonville St",61,46
"Texas A&M","Kentucky",79,77
"Texas St","ULL",61,57
"Texas Tech","Oklahoma St",71,61
"TN Martin","Edwardsville",68,51
"Towson","Elon",67,56
"TX Southern","MS Valley St",98,67
"UCLA","Colorado",77,53
"ULM","UT Arlington",64,61
"UNC Greensboro","Chattanooga",79,64
"UNC Wilmington","Col Charleston",59,55
"UNLV","Nevada",102,91
"UT San Antonio","Southern Miss",74,53
"Utah Valley","Missouri KC",79,70
"UTEP","Louisiana Tech",91,80
"Vanderbilt","Georgia",80,67
"Vermont","UMBC",99,54
"Villanova","Butler",77,67
"Virginia Tech","Florida St",83,73
"W Carolina","Citadel",102,97
"WKU","Charlotte",59,54
"W Michigan","C Michigan",92,85
"Wagner","Central Conn",83,57
"Washington","Stanford",64,53
"Weber St","Northern Arizona",77,74
"WI Green Bay","Youngstown St",107,90
"WI Milwaukee","Cleveland St",88,54
"Winthrop","UNC Asheville",81,80
"Wofford","Furman",77,73
"Wright St","N Kentucky",67,64
"Wyoming","Colorado St",84,66
"Xavier","Georgetown",88,70
"Yale","Penn",79,58
"Abilene Chr","SE Louisiana",91,80
"American Univ","Holy Cross",71,70
"Bucknell","Boston Univ",80,59
"California","Washington St",80,62
"Colgate","Loyola MD",93,90
"Denver","South Dakota",76,71
"G Washington","La Salle",90,50
"Hofstra","Northeastern",65,60
"Lehigh","Lafayette",73,61
"Loyola-Chicago","Missouri St",75,62
"Manhattan","Quinnipiac",63,59
"Maryland","Michigan",86,82
"Massachusetts","George Mason",70,64
"Monmouth NJ","St Peter's",82,75
"Oakland","IL Chicago",74,63
"San Diego St","San Jose St",78,56
"Seton Hall","St John's",62,61
"SMU","East Carolina",74,63
"Stony Brook","Maine",75,56
"Temple","Houston",69,66
"Tulsa","UCF",75,67
"UAB","MTSU",77,67
"Utah","USC",80,69
"Valparaiso","Detroit",90,74
"Wake Forest","Boston College",74,48
"Wichita St","Indiana St",84,51
"Wisconsin","Illinois",69,60
"Alabama A&M","Southern Univ",78,66
"Alabama St","Alcorn St",73,59
"Bethune-Cookman","Stetson",96,94
"Cent Arkansas","McNeese St",88,82
"Florida A&M","MD E Shore",81,80
"Hampton","Delaware St",82,72
"Incarnate Word","Houston Bap",97,91
"Iona","Siena",87,81
"Miami FL","Virginia",64,61
"Morgan St","NC A&T",72,51
"Norfolk St","Coppin St",85,77
"Northwestern LA","Nicholls St",81,67
"Prairie View","MS Valley St",63,61
"S Carolina St","Howard",71,63
"SF Austin","Lamar",79,58
"Texas","Kansas St",71,70
"TX Southern","Ark Pine Bluff",54,52
"West Virginia","Iowa St",97,87
"WI Green Bay","Cleveland St",78,61
"WI Milwaukee","Youngstown St",87,51
"Arkansas","LSU",85,65
"Boise St","UNLV",81,69
"Bowling Green","Ohio",87,82
"Buffalo","Kent",87,70
"C Michigan","N Illinois",76,64
"Colorado St","New Mexico",86,69
"Davidson","Rhode Island",65,54
"Dayton","St Louis",52,49
"E Michigan","W Michigan",73,62
"Evansville","Bradley",67,55
"Ga Southern","Georgia St",54,52
"Georgia Tech","Clemson",75,73
"Kansas","Baylor",66,60
"Kentucky","Alabama",78,53
"Marist","Rider",71,58
"Miami OH","Akron",77,64
"Michigan St","Ohio St",81,62
"Minnesota","Rutgers",83,61
"Mississippi","Missouri",85,76
"SE Louisiana","New Orleans",93,81
"St Peter's","Manhattan",61,40
"TAM C. Christi","Abilene Chr",65,59
"Texas Tech","TCU",83,79
"Toledo","Ball St",77,67
"Tulsa","Temple",74,55
"Vanderbilt","Florida",87,74
"Virginia Tech","Boston College",71,56
"Albany NY","MA Lowell",86,61
"American Univ","Navy",72,65
"Army","Boston Univ",80,71
"Auburn","Georgia",84,81
"Bucknell","Lafayette",86,83
"Colorado","Arizona",75,72
"East Carolina","Tulane",79,73
"Fairfield","Siena",76,69
"Fordham","La Salle",56,53
"Fresno St","Air Force",64,63
"G Washington","Richmond",73,61
"George Mason","VA Commonwealth",76,69
"Hartford","Maine",82,74
"Houston","UCF",88,61
"Howard","Florida A&M",63,53
"Illinois St","S Illinois",73,50
"Lehigh","Colgate",71,54
"Louisville","Pittsburgh",67,60
"Loyola MD","Holy Cross",78,63
"Marquette","Creighton",66,61
"Michigan","Northwestern",72,63
"Missouri St","Drake",61,52
"Morgan St","Norfolk St",89,72
"Nevada","Utah St",73,68
"North Carolina","NC State",80,68
"Northern Iowa","Indiana St",66,44
"Notre Dame","Wake Forest",69,58
"Oklahoma","Oklahoma St",71,49
"Oregon","Washington St",76,62
"Oregon St","Washington",82,81
"San Diego St","Wyoming",73,61
"South Carolina","Tennessee",84,58
"St Bonaventure","Duquesne",80,76
"St Joseph's PA","Massachusetts",74,57
"Texas A&M","Mississippi St",68,66
"UC Irvine","Long Beach St",90,67
"UMBC","Binghamton",80,79
"Vermont","New Hampshire",73,67
"Wichita St","Loyola-Chicago",76,54
"Wisconsin","Iowa",67,59
"Xavier","Villanova",90,83
"Ark Little Rock","UT Arlington",72,60
"Austin Peay","Edwardsville",80,75
"BYU","Portland",99,81
"California","UCLA",75,63
"Canisius","Niagara",65,60
"Charlotte","UT San Antonio",114,108
"Cleveland St","N Kentucky",63,58
"Coastal Car","Charleston So",68,60
"Connecticut","South Florida",81,51
"CS Fullerton","Cal Poly SLO",78,77
"DePaul","St John's",83,75
"Drexel","Delaware",74,64
"Duke","Florida St",80,65
"E Illinois","Murray St",85,74
"E Kentucky","Jacksonville St",76,54
"ETSU","Furman",80,75
"F Dickinson","Mt St Mary's",67,54
"Ga Southern","Appalachian St",88,63
"Gonzaga","San Diego",82,60
"High Point","Winthrop",87,85
"Hofstra","UNC Wilmington",70,69
"Indiana","Illinois",74,47
"IPFW","W Illinois",87,75
"Kennesaw","Lipscomb",73,57
"Long Island","Central Conn",80,74
"Louisiana Tech","North Texas",73,62
"Montana","Idaho St",90,77
"Morehead St","Tennessee Tech",69,59
"N Colorado","CS Sacramento",72,67
"NE Omaha","Oral Roberts",102,98
"North Dakota","Portland St",80,77
"North Florida","Jacksonville",81,80
"Northeastern","Col Charleston",58,57
"Old Dominion","UTEP",74,53
"Pacific","San Francisco",79,70
"Penn St","Nebraska",56,55
"Presbyterian","Longwood",74,73
"Radford","Campbell",60,56
"Rice","Southern Miss",76,74
"Robert Morris","Sacred Heart",73,63
"S Dakota St","N Dakota St",71,59
"Santa Barbara","CS Northridge",78,63
"SC Upstate","NJIT",72,71
"Seton Hall","Providence",70,52
"SMU","Memphis",69,62
"South Dakota","IUPUI",85,82
"St Francis NY","Bryant",79,72
"St Mary's CA","Santa Clara",75,50
"Stanford","USC",84,64
"Stetson","FL Gulf Coast",80,73
"Texas St","Arkansas St",71,60
"TN Martin","Tennessee St",72,56
"Towson","James Madison",69,67
"UAB","Marshall",95,91
"UC Riverside","Hawaii",77,71
"ULL","Troy",73,63
"ULM","South Alabama",66,59
"UNC Asheville","Liberty",73,56
"UNC Greensboro","Citadel",92,63
"Utah","Arizona St",81,46
"VMI","Mercer",91,82
"W Carolina","Wofford",53,48
"WKU","MTSU",78,72
"Wagner","St Francis PA",69,54
"Weber St","Montana St",68,60
"William & Mary","Elon",75,65
"Wright St","Youngstown St",87,81
"Brown","Dartmouth",84,83
"Iona","Manhattan",86,73
"Marist","Quinnipiac",91,77
"Monmouth NJ","Rider",79,58
"Oakland","Detroit",108,97
"Penn","Cornell",79,67
"Princeton","Columbia",88,83
"Valparaiso","WI Milwaukee",80,76
"WI Green Bay","IL Chicago",85,69
"Yale","Harvard",59,50
"Abilene Chr","New Orleans",87,84
"Akron","Bowling Green",89,54
"Alabama","Auburn",65,57
"Alabama St","Prairie View",73,68
"Albany NY","Hartford",75,59
"Alcorn St","Southern Univ",70,56
"American Univ","Loyola MD",67,66
"Ark Little Rock","Texas St",73,68
"Ark Pine Bluff","Grambling",53,51
"Arkansas","Tennessee",75,65
"Austin Peay","SE Missouri St",83,75
"Ball St","E Michigan",115,79
"Baylor","TCU",86,71
"Bethune-Cookman","NC Central",69,61
"Binghamton","Maine",78,66
"Boise St","San Diego St",66,63
"Boston Univ","Holy Cross",83,68
"Bryant","Long Island",88,83
"Bucknell","Navy",77,73
"Butler","Georgetown",90,87
"C Michigan","Toledo",76,74
"Charlotte","UTEP",88,78
"Chattanooga","Samford",77,66
"Cincinnati","East Carolina",65,56
"Coastal Car","UNC Asheville",81,79
"Columbia","Penn",93,65
"CS Bakersfield","Grand Canyon",77,62
"Denver","N Dakota St",70,59
"Drake","Loyola-Chicago",69,59
"Elon","Delaware",77,59
"ETSU","Wofford",71,66
"F Dickinson","Central Conn",81,75
"Florida Intl","FL Atlantic",71,63
"Florida St","Notre Dame",77,56
"Fordham","Davidson",91,82
"Fresno St","New Mexico",92,82
"Georgia","Mississippi",80,66
"Georgia St","Appalachian St",83,70
"Georgia Tech","Boston College",76,71
"Gonzaga","BYU",71,68
"Hampton","Howard",68,67
"Harvard","Brown",61,52
"Hawaii","CS Northridge",89,78
"High Point","Presbyterian",80,60
"Hofstra","Col Charleston",72,63
"Idaho","E Washington",66,62
"Idaho St","Montana St",76,69
"Incarnate Word","Lamar",89,70
"Indiana St","Bradley",77,58
"Iowa St","Kansas St",80,61
"IUPUI","IPFW",80,77
"Jackson St","MS Valley St",60,49
"James Madison","William & Mary",71,65
"Kansas","Texas Tech",67,58
"La Salle","George Mason",76,68
"Lafayette","Colgate",79,77
"Lehigh","Army",82,72
"Liberty","Gardner Webb",86,81
"Long Beach St","UC Riverside",66,55
"Longwood","Radford",92,81
"Louisiana Tech","Rice",88,69
"Loy Marymount","Pepperdine",90,83
"LSU","Florida",96,91
"McNeese St","Nicholls St",71,69
"MD E Shore","Delaware St",74,65
"Miami FL","Louisville",73,65
"Miami OH","Kent",74,65
"Mississippi St","South Carolina",68,58
"Morehead St","Jacksonville St",82,71
"Morgan St","Coppin St",74,72
"MTSU","Marshall",83,74
"Murray St","TN Martin",79,55
"N Illinois","W Michigan",76,67
"NC A&T","Florida A&M",77,70
"New Hampshire","UMBC",78,69
"New Mexico St","Missouri KC",62,61
"North Dakota","CS Sacramento",97,71
"Northeastern","Drexel",61,59
"Northern Iowa","Evansville",54,52
"Northwestern","Rutgers",98,59
"Ohio","Buffalo",103,96
"Ohio St","Iowa",68,64
"Old Dominion","UT San Antonio",78,56
"Portland St","N Colorado",89,86
"Princeton","Cornell",74,60
"Providence","DePaul",87,66
"Purdue","Maryland",83,79
"Rhode Island","Dayton",75,66
"Richmond","Duquesne",83,67
"S Dakota St","Oral Roberts",73,65
"S Illinois","Missouri St",78,68
"Sacred Heart","St Francis PA",88,78
"San Diego","Portland",85,76
"Santa Barbara","CS Fullerton",80,62
"Santa Clara","Pacific",69,65
"Savannah St","S Carolina St",76,64
"SE Louisiana","Cent Arkansas",75,56
"Seattle","Utah Valley",72,69
"SF Austin","Houston Bap",82,54
"South Alabama","ULL",83,70
"Southern Miss","North Texas",81,70
"Southern Utah","Northern Arizona",69,59
"St Bonaventure","Massachusetts",85,83
"St Francis NY","Mt St Mary's",55,49
"St Mary's CA","San Francisco",84,72
"St Peter's","Fairfield",72,68
"Stanford","UCLA",79,70
"Syracuse","NC State",75,66
"TAM C. Christi","Sam Houston St",75,70
"Temple","UCF",63,61
"Tennessee St","Belmont",87,72
"Tennessee Tech","E Kentucky",92,82
"Texas","Oklahoma",76,63
"Texas A&M","Missouri",84,69
"UTRGV","Chicago St",89,79
"TX Southern","Alabama A&M",77,54
"UAB","WKU",71,67
"UC Irvine","UC Davis",62,61
"ULM","Troy",66,51
"UNC Wilmington","Towson",74,68
"UNLV","Wyoming",79,74
"UT Arlington","Arkansas St",79,75
"Utah","Arizona",70,64
"Utah St","San Jose St",88,70
"VA Commonwealth","G Washington",69,65
"Vanderbilt","Kentucky",74,62
"Vermont","Stony Brook",76,62
"Villanova","Marquette",89,79
"Virginia","North Carolina",79,74
"VMI","Citadel",111,95
"W Carolina","Furman",73,62
"W Illinois","South Dakota",90,76
"Wagner","Robert Morris",62,54
"Weber St","Montana",60,54
"West Virginia","Oklahoma St",70,56
"Wichita St","Illinois St",74,58
"Winthrop","Campbell",87,71
"Wright St","Cleveland St",55,51
"Yale","Dartmouth",76,71
"Youngstown St","N Kentucky",94,75
"California","USC",87,65
"Colorado","Arizona St",79,69
"Creighton","St John's",100,59
"Houston","Connecticut",75,68
"Illinois","Minnesota",84,71
"Iona","Canisius",86,78
"Memphis","Tulsa",92,82
"Michigan St","Penn St",88,57
"Monmouth NJ","Niagara",77,68
"Nevada","Colorado St",87,80
"Oregon","Washington",86,73
"Oregon St","Washington St",69,49
"Pittsburgh","Duke",76,62
"Rider","Manhattan",60,57
"Seton Hall","Xavier",90,81
"Siena","Quinnipiac",80,65
"SMU","Tulane",74,53
"St Joseph's PA","St Louis",77,63
"UNC Greensboro","Mercer",69,65
"Valparaiso","WI Green Bay",70,68
"Virginia Tech","Wake Forest",81,74
"WI Milwaukee","IL Chicago",98,85
"Wisconsin","Michigan",68,57
"Bethune-Cookman","NC A&T",62,52
"Chattanooga","VMI",67,65
"Hampton","Delaware St",79,65
"Iowa St","Oklahoma St",58,50
"Jackson St","Ark Pine Bluff",67,56
"Kansas","Texas",86,56
"McNeese St","Lamar",77,74
"MS Valley St","Grambling",58,57
"NC Central","Savannah St",61,44
"Nicholls St","New Orleans",80,76
"Norfolk St","Howard",84,66
"North Carolina","Syracuse",75,70
"Prairie View","Alabama A&M",85,65
"Sam Houston St","Cent Arkansas",83,73
"SE Louisiana","Northwestern LA",84,82
"SF Austin","Incarnate Word",84,58
"TX Southern","Alabama St",96,86
"Akron","Ohio",91,76
"Ark Little Rock","Arkansas St",89,80
"C Michigan","Ball St",65,57
"Dayton","Richmond",85,84
"Duke","Wake Forest",79,71
"E Michigan","N Illinois",75,71
"FL Gulf Coast","Kennesaw",74,64
"G Washington","George Mason",74,52
"Holy Cross","Loyola MD",72,67
"Indiana","Iowa",81,78
"Kent","Bowling Green",70,54
"Kentucky","Florida",88,79
"Lipscomb","Jacksonville",92,89
"Louisville","Georgia Tech",56,53
"LSU","Missouri",80,71
"Marquette","Georgetown",88,87
"Miami OH","Buffalo",67,59
"Navy","Lafayette",78,70
"North Florida","SC Upstate",92,69
"Oklahoma","Baylor",73,71
"Purdue","Nebraska",81,62
"San Diego St","New Mexico",83,56
"St Mary's CA","Grand Canyon",73,64
"Stetson","NJIT",82,67
"Texas A&M","Auburn",81,63
"UT Arlington","Texas St",75,69
"Vanderbilt","Tennessee",86,69
"Villanova","DePaul",83,62
"Virginia","Clemson",64,57
"W Michigan","Toledo",70,64
"Arkansas","Alabama",62,61
"Austin Peay","Tennessee Tech",92,72
"Boise St","Nevada",76,57
"Butler","Seton Hall",85,78
"East Carolina","South Florida",52,39
"F Dickinson","St Francis PA",74,72
"Fordham","Duquesne",78,69
"Fresno St","Colorado St",87,73
"Hartford","Albany NY",68,59
"Kansas St","TCU",79,54
"La Salle","St Louis",76,68
"Long Beach St","CS Fullerton",75,73
"Long Island","Sacred Heart",84,76
"Miami FL","Notre Dame",68,50
"Michigan St","Rutgers",97,66
"Mississippi","Mississippi St",86,78
"Mt St Mary's","St Francis NY",60,51
"Murray St","E Illinois",78,62
"NC State","Boston College",73,72
"New Hampshire","Binghamton",56,51
"Oregon","UCLA",76,68
"Providence","Creighton",70,66
"St Bonaventure","St Joseph's PA",98,90
"Stony Brook","UMBC",86,76
"UCF","Tulane",73,65
"USC","Oregon St",81,70
"Utah St","Air Force",78,65
"VA Commonwealth","Davidson",70,60
"Vermont","Maine",99,82
"Virginia Tech","Pittsburgh",65,61
"Wagner","Robert Morris",59,50
"Washington","Washington St",99,91
"West Virginia","Texas Tech",90,68
"Wisconsin","Minnesota",62,49
"Wyoming","San Jose St",81,78
"Alabama St","Jackson St",71,54
"Alcorn St","Prairie View",81,64
"American Univ","Boston Univ",69,64
